1.活动期间，参与指定日常活动玩法，可享受<color='#95d12b'>掉率翻倍</color>，奖励爽翻天\n2.活动期间，参与指定日常活动玩法，部分奖励可<color='#95d12b'>多倍次数掉落</color>\n     活动第一天：<color='#95d12b'>幻灵境</color>\n     活动第二天：<color='#95d12b'>情缘副本</color>\n     活动第三天：<color='#95d12b'>天神塔、天帝陵</color>,"1.Trong thời gian HĐ, tham gia những hoạt động hàng ngày chỉ định, có thể nhận được <color='#95d12b'>tỉ lệ rớt đồ tăng cao</color>, thưởng hậu hĩnh\n2.Trong thời gian HĐ, tham gia những hoạt động hàng ngày chỉ định, một số phần thưởng có thể<color='#95d12b'>rơi gấp nhiều lần</color>\n Hoạt động ngày 1: <color='#95d12b'>Huyễn Linh Cảnh</color>\n Hoạt động ngày 2: <color='#95d12b'>PB Tình Duyên</color>\n Hoạt động ngày 3: <color='#95d12b'>Thiên Thần Tháp, Thiên Đế Lăng</color>"
参与酒宴1次,Tham gia tiệc rượu 1 Lần
高级龙阵之魂,Cao cấp Long Trận Chi Hồn
防御<color='#007f18'>+200</color>,Thủ <color='#007f18'>+200</color>
召唤复制,Triệu hồi phục chế
第646关,Ải 646
欢迎你加入<color='#007f18'>%s!</color>,Chào mừng gia nhập <color='#007f18'>%s!</color>
打坐获得、世界魔王、专属魔王、魔王巢穴、神魔禁地/商城购买,"Ngồi thiền, Boss Thế Giới, Boss Độc Quyền, Sào Huyệt Boss, Thần Ma Cấm Địa/ Mua tại Shop"
好感加成,Hảo cảm tăng 
5星10阶红色裤子,Khố Đỏ bậc 10 5 Sao
主题活动-多倍奖励,Chủ Đề Hoạt Động - Gấp Bội Phần Thưởng
至尊羽翼自选礼包,Gói Tự Chọn Cánh Chí Tôn
「得道万年，羽化而飞仙」,"「Đắc đạo vạn niên, vũ hóa phi tiên」"
然旭,Nhiên Húc
灵宠提升,Linh sủng tăng lên
时装-足迹66,Thời Trang-Dấu Chân 66
召唤蓝电霸王龙冲向目标，对目标圆形区域内{enemy_num_monster}个敌方单位造成{#hurt_percent}伤害，并给角色添加吸收<color='#95d12b'>700%</color>技能伤害系数的护盾，使用技能后扣除角色<color='#95d12b'>10%</color>的生命值并获得一层持续<color='#95d12b'>3</color>秒的<color='#3be0f9'>龙王印记</color>，期间获得<color='#3be0f9'>新的龙王印记</color>，可<color='#3be0f9'>叠加层数并重置持续时间</color>,"Triệu hồi Lam Điện Bá Vương Long phóng tới mục tiêu, trong phạm vi hình tròn gây cho {enemy_num_monster} địch nhân tạo thành {#hurt_percent} thương tổn, nhân vật tăng hấp thu <color='#95d12b'>700%</color> theo hệ số hộ thuẫn, sau khi dùng sẽ trừ nhân vật <color='#95d12b'>10%</color> HP và nhận 1 tầng Long Vương Ấn Ký trong <color='#95d12b'>3</color> giây<color='#3be0f9'></color>, trong lúc đó nhận <color='#3be0f9'>ấn ký Long Vương</color>, khi <color='#3be0f9'>xếp chồng số tầng sẽ làm mới thời gian hiệu quả</color>"
可在四象召唤活动玄武奖池中抽取极品道具,Dùng rút đạo cụ của quỹ thưởng Huyền Vũ trong hoạt động triệu hồi tứ tượng
相吸,Hút nhau
铭刻,Khắc
蒙古郡主,Mông Cổ Quận Chúa
仙界魔王第三十三层,Tiên Giới Boss Tầng 33
水果汤,Súp hoa quả
上仙，要看看清楚哦。,"Thượng tiên, nhìn kỹ nha."
纪念币,Xu Kỷ niệm
是否花费 [221]<color=#007f18>%s</color> (优先使用绑玉)购买1点行动力？,Phải chăng tốn hao [221]<color=#007f18>%s</color> ( Ưu tiên sử dụng Ngọc Khóa ) Mua 1 Bắt lính theo danh sách động lực?
转换消耗：,Đổi cần tiêu hao: 
鲲3达到50阶,Côn 3 Đạt tới Bậc 50
修真路（四）,Tu Chân Lộ ( Bốn )
诸天神灵,Chư thiên thần linh
提战主题,Chủ đề Đề Chiến
拜访李大爷,Gặp Lý đại gia
「思想的透视，智慧的启明。」,"「Tư tưởng thông suốt, khai sáng trí tuệ.」"
"无偏移""","Không thay đổi"""
提升坐骑<color='#01AB26FF'>50%</color>培养属性(不含化形）,Tọa kỵ tăng <color='#01AB26FF'>50%</color> thuộc tính bồi dưỡng (Không tính ảo hóa)
转化<per>0/1</per>次装备,Chuyển hóa trang bị <per>0/1</per> lần
对方拒绝了你的组队邀请,Đối phương từ chối lời mời tổ đội của bạn
沧,Thương
我非要抓住这个偷内衣的变态不可！少侠可愿助我一臂之力？,Ta phải bắt được tên biến thái trộm đồ lót này! Thiếu hiệp có thể giúp ta không?
参与次数：<color='%s'>%s</color>,Lượt tham gia: <color='%s'>%s</color>
语笑嫣然·卯,Ngữ Tiếu Yên Nhiên - Mão
阿房宫赋-肆,A Phòng Cung Phú-4
1.仙界魔王为<color='#95d12b'>个人掉落</color>\n2.击杀魔王时，获得<color='#95d12b'>仙魂</color>\n3.<color='#95d12b'>仙魂</color>值满时将被仙魔主宰<color='#95d15b'>逐出场景</color>,1.Boss Tiên Giới đồ rơi là <color='#95d12b'>thuộc về cá nhân</color>\n2. Hạ Boss nhận <color='#95d12b'>Tiên Hồn</color>\n3.<color='#95d12b'>Giá trị Tiên Hồn</color> đầy sẽ bị chúa tể Tiên Ma kích<color='#95d51b'> ra khỏi bản đồ</color>
精英武器自选包,Gói Vũ Khí Tinh Anh Tự Chọn
雨城,Vũ Thành
一键移速,Tốc độ di chuyển nhanh
"恭喜您在开服活动中仙盟等级排名第%d,特发此奖励表示鼓励！","Chúc mừng bạn trong sự kiện mở máy chủ đạt hạng %d cấp Tiên Minh, phát thưởng này để khích lệ!"
<color=#932d44>宝宝已降生！赶快前往领取吧~</color>,<color=#932d44> Bảo Bảo đã giáng sinh ! Nhanh đến nhận lấy ~</color>
VIP12礼包,Lễ bao VIP12
半神·六重,Bán Thần·Lục Trọng
修真之路通过第90关,Vượt Tu Chân Lộ ải 90
队伍中有队员为别国玩家\n是否退出队伍并继续前往？,Trong đội ngũ có đội viên vì nước khác người chơi \n Phải chăng rời khỏi đội ngũ cũng tiếp tục đến?
天宇,Thiên Vũ
分神Ⅱ,Phân Thần Ⅱ
八强, Top 8
击败牛府护院0/10,Hạ Hộ vệ Ngưu phủ 0/10
5星6阶粉色副手,Phó Thủ Hồng bậc 6 5 Sao
参与跨服3v3活动100次(<per>1/100</per>),Tham gia hoạt động liên đấu 3v3 100 Lần (<per>1/100</per>)
锦衣夜行-衣,Cẩm Y Dạ Hành-Áo
五转壹篇碎片-戊,Mảnh chuyển 5 trang 1 - IV
累计通关聚宝阁3次,Tích lũy vượt Tụ Bảo Các 3 lần
概率获得<color='#b759fa'>四象之灵</color>\n概率获得<color='#b759fa'>四象突破药水</color>\n概率获得<color='#b1053fa'>变身卡</color>,Có thể nhận <color='#b759fa'>Hồn Tứ Tượng</color>\nCó thể nhận <color='#b759fa'>Thuốc Đột Phá Tứ Tượng</color>\nCó thể nhận <color='#b1053fa'>Thẻ Biến Thân</color>
雷罚减伤<color='#95d12b'>+1.67%</color>,Giảm Thương Lôi Phạt <color='#95d12b'>+1.67%</color>
神饰-玉佩SP4,Thần Sức-Ngọc Bội SP4
"激活冰碧帝皇蝎极冰血脉，升级成功后，每次攻击额外造成<color='#95d12b'>100%</color>伤害（总共造成<color='#95d12b'>400%</color>伤害），持续<color='#95d12b'>10秒</color>，受到<color='#95d12b'>1170%</color>伤害后消失，每次攻击给予敌方<color='#3be0f9'>冰霜</color>：冰霜状态下减少移动速度<color='#95d12b'>18%</color>,最多可叠加<color='#95d12b'>3层</color>，持续<color='#95d12b'>3秒</color>，重复叠加刷新剩余时间\n<color='#3be0f9'>冰碧帝皇蝎升级后保留升级前的所有效果</color>","Kích hoạt huyết mạch băng Băng Bích Đế Hoàng Hạt, sau khi nâng cấp, mỗi lần công tạo thêm <color='#95d12b'>100%</color> sát thương (tổng tạo <color='#95d12b'>400%</color> sát thương), trong <color='#95d12b'>10s</color>, chịu <color='#95d12b'>1170%</color> sát thương sẽ biến mất, mỗi lần công khiến địch <color='#3be0f9'>băng sương</color>: Trong trạng thái Băng Sương tốc độ di chuyển giảm <color='#95d12b'>18%</color>, tối đa cộng dồn <color='#95d12b'>3 tầng </color>, trong <color='#95d12b'>3s</color>, cộng dồn lại thời gian làm mới còn lại\n<color='#3be0f9'>Băng Bích Đế Hoàng Hạt sau khi nâng cấp giữ nguyên toàn bộ hiệu quả trước nâng cấp</color>"
溪瑶,Khê Dao
点击提升,Nhấn để tăng
仙界渡劫特权直购礼包,Gói đặc quyền Độ Kiếp Tiên Giới
剑灵51,Kiếm Linh 51
每次攻击有概率从地上召唤<color='#007f18'>1</color>只魔爪攻击当前主目标，对主目标造成<color='#007f18'>50%+3000</color>伤害，且主目标生命百分比每降低<color='#007f18'>5%</color>，伤害便提升<color='#007f18'>5%</color>。每次击杀外域玩家，增加<color='#007f18'>0.4%</color>技能伤害，单日上限<color='#007f18'>4%</color>，最高<color='#007f18'>120%</color>\n<color='#3be0f9'>今日增加:</color><color='#95d12b'><<<skill_day_kill_waiyu>*<skill_add_val_per_kill>>/50>/4%</color><color='#3be0f9'>\n总计增加:</color><color='#95d12b'><<<skill_total_kill_waiyu>*<skill_add_val_per_kill>>/50>/120%</color>,"Mỗi lần công có xác suất triệu hồi từ lòng đất <color='#007f18'>1</color> Ma Trảo công mục tiêu chính hiện tại, khiến mục tiêu chính chịu<color='#007f18'>50%+3000</color> sát thương và tỉ lệ HP mục tiêu chính mỗi khi giảm <color='#007f18'>5%</color>, sát thương sẽ tăng <color='#007f18'>5%</color>. Mỗi lần hạ người chơi ngoại vực, tăng <color='#007f18'>0.4%</color> sát thương kỹ năng, một ngày tối đa <color='#007f18'>4%</color>, tối đa <color='#007f18'>120%</color>\n<color='#3be0f9'>Hôm nay tăng:</color><color='#95d12b'><<<skill_day_kill_waiyu>*<skill_add_val_per_kill>>/50>/4%</color><color='#3be0f9'>\nTổng tăng:</color><color='#95d12b'><<<skill_total_kill_waiyu>*<skill_add_val_per_kill>>/50>/120%</color>"
<color='#853d07' size='20'>今日累计充值第<color='#007f18' size='20'>%s</color>名可获得(至少充值<color='#007f18' size='20'>%s</color>仙玉)</color>,<color='#853d07'size='20'>Top nạp hôm nay đạt hạng <color='#007f18'size='20'>%s</color> có thể nhận (Nạp tối thiểu <color='#007f18'size='20'>%s</color> Tiên Ngọc )</color>
SSS级神饰自选包,Gói Tự Chọn Thần Sức SSR
九重仙境-贰,Cửa Trùng Tiên Cảnh-2
我要铭文,Quà Tứ Tượng
魅罗,Mị La
世外之境-肆,Thế Ngoại Chi Cảnh-4
激活天神-巫妖女王,Kích hoạt Thiên Thần-Vu Yêu Nữ Vương
（n）嘿嘿，师叔近日得了件法宝，想要？拿酒来换。,"（n）Hihi, sư thúc mới lấy được một món pháp bảo, muốn không? Mang rượu tới đây đổi."
沧海间-衣,Thương Hải Gian-Áo
<color=#007f18>胜场</color>/总场,<color=#007f18>Ván thắng</color>/Tổng ván
三文鱼馅饼,Bánh cá hồi
使用可获得<color='#95d12b'>5000</color>点VIP经验,Dùng nhận <color='#95d12b'>5000</color> điểm EXP VIP
辗转相忆心，月明千万里。,Đêm khuya ngắm ánh trăng vàng. Miên man gợi nhớ muôn ngàn mến thương
多跨服争霸,Tranh bá nhiều liên sv
"被<color='#007f18'>冰冻</color>时,获得<color='#007f18'>冰冻保护</color>，期间免疫<color='#007f18'>冰冻</color>\n(持续<color='#007f18'>3</color>秒)","Khi bị<color='#007f18'> Đóng băng</color>, nhận được<color='#007f18'> bảo hộ</color>, trong thời gian bảo hộ miễn  <color='#007f18'> Đóng băng</color>\n(duy trì <color='#007f18'>3</color> giây)"
提升神兵<color='#01AB26FF'>40%</color>培养属性(不含化形）,Thần Binh tăng <color='#01AB26FF'>40%</color> thuộc tính bồi dưỡng (Không tính ảo hóa)
我再想想,Suy nghĩ thêm
3星11阶橙色头盔,Khôi Cam bậc 11 3 Sao
吞日灼炎-伍,Thôn Nhật Chước Viêm 5
魔族精锐,Ma Tộc Tinh Nhuệ
魔族精锐,Ma Tộc Tinh Nhuệ
唤灵吸魂,Hoán linh hấp hồn
当前返还仙玉：,Trước mắt trả về Tiên Ngọc:
击败魔障怪物(<per>0/22</per>),Hạ Ma Chướng Quái Vật (<per>0/22</per>)
[外域],[Ngoài thành]
击败荒漠妖兽0/100,Hạ Hoang Mạc Yêu Thú 0/100
5级,5 cấp 
{country_server_id;%d;%d}{r;%d;%s;%d}带领{bigcrosscitan_side;%d}众成员成功上交龙蛋1枚！该域今日已成功收集全部龙蛋。,{country_server_id;%d;%d}{r;%d;%s;%d} dẫn dắt các thành viên {bigcrosscitan_side;%d} giao nộp 1 Long Đản! Vùng này được gom toàn bộ Long Đản hôm nay.
流沙居,Lưu Sa Cư
蓝绿,Lam lục
装备升星,Tăng sao trang bị
魂灵效果,Hiệu quả Hồn Linh
5星7阶粉色头盔,Khôi Hồng 5 Sao bậc 7
魔·巫妖,Ma·Vu Yêu
召唤紫焰双狼，对前方持续喷出火焰，造成四段总计<color='#007f18'>400%</color>技能伤害.每参与击杀1只首领，增加<color='#007f18'>3.6%</color>技能伤害系数，单日<color='#007f18'>36%</color>，最高<color='#007f18'>1080%</color>,"Triệu hồi Tử Diễm Song Lang phun ra hỏa diễm, tạo thành bốn lần tổng <color='#007f18'>400%</color> sát thương kỹ năng. Cứ tham gia hạ 1 thủ lĩnh nhận thêm <color='#007f18'>3.6%</color> hệ số sát thương kỹ năng, mỗi ngày <color='#007f18'>36%</color>, tối đa <color='#007f18'>1080%</color>"
UFO的具体含义是不明飞行物,UFO là chỉ những vật bay lai lịch bất minh
（n）师兄，前面庭院的门口有道魔印，里面有很强的妖魔气息。||（p）我这就去破了它。,"（n）Sư huynh, cổng đình viện trước mặt có Ấn đạo ma, bên trong có mùi yêu ma rất mạnh.||（p）Ta sẽ phá tan chỗ đó."
基隆,Cơ Long
<color=#ff6000>成为隐士后：</color>,<color=#ff6000>Sau khi trở thành Ẩn Sĩ: </color>
灵宠驯化（四）,Linh sủng thuần hóa ( Bốn )
暂无天神,Hiện không có Thiên Thần
<color='#ff6000'>狂怒</color>：释放怒气技能后<color='#95d12b'>4</color>秒，每击杀玩家都能回复<color='#95d12b'>190</color>点怒气,"<color='#ff6000'>Cuồng Nộ</color>: Sau khi phóng kỹ năng Nộ <color='#95d12b'>4</color>s, mỗi diệt người chơi đều hồi <color='#95d12b'>190</color> Nộ"
修真路,Tu Chân Lộ
VIP999礼包,Gói VIP999
 (已满级),(Đã đầy cấp)
九黎宝地-壹,Cửu Lê Bảo Địa-1
攻击时，对目标玩家造成<color='#95d12b'>288%</color>伤害，若目标生命低于<color='#95d12b'>10%</color>时，此技能便额外造成<color='#95d12b'>41%</color>伤害。,"Công kích người chơi gây ra <color='#95d12b'>288%</color> sát thương, nếu HP mục tiêu thấp hơn <color='#95d12b'>10%</color> sẽ gây thêm <color='#95d12b'>41%</color> sát thương."
开启后从如下灵石中<color='#95d19b'>任选其一</color>,Mở từ Linh Thạch sau <color='#95d19b'>chọn bất kì 1 thứ</color>
爵位,Tước vị
柳云峥,Liễu Vân Tranh
3星16阶橙色仙坠,Tiên Trụy 16 Bậc Cam 3 Sao
功法34,Tính Năng 34
"被<color='#007f18'>冰冻</color>时,获得<color='#007f18'>冰冻保护</color>，期间免疫<color='#007f18'>冰冻</color>\n(持续<color='#007f18'>8</color>秒)","Khi bị<color='#007f18'> Đóng băng</color>, nhận được<color='#007f18'> bảo hộ</color>, trong thời gian bảo hộ miễn  <color='#007f18'> Đóng băng</color>\n(duy trì <color='#007f18'>8</color> giây)"
"<color='#ebff7c'>余音绕梁：</color>  \n为自己及队友增加伤害加成BUFF,在<color='#ebff7c'>20秒</color>内对人造成的伤害加成<color='#ebff7c'>[p_2_w]</color>,对怪造成的伤害加成{wordcolor;ebff7c;[p_3_w]}","<color='#ebff7c'>Dư Âm Nhiễu Lương: </color> \nTăng sát thương cho bản thân và đồng đội <color='#ebff7c'>20 giây </color>. Với người tăng <color='#ebff7c'>[p_2_w]</color>, với quái tăng {wordcolor;ebff7c;[p_3_w]}"
三生寂灭腕,Tam Sinh Tịch Diệt Oản
礼物选择,Chọn lễ vật
该功能暂未开放,Tính năng này chưa mở
20阶装备找回礼包,Quà Tìm Lại Trang Bị bậc 20
变身<color='#ffb400'>国汉妹妹</color>时获得洪荒之力，造成伤害增加<color='#95d12b'>24%</color>,"Khi biến thân thành <color='#ffb400'>Tiểu Chùy Vương</color> nhận được Hồng Hoang Lực, sát thương gây ra tăng <color='#95d12b'>24%</color>"
使用可激活图鉴<color='#95d12b'>“斩魂妖猿”</color>,"Dùng kích hoạt Đồ Giám <color='#95d12b'>""Trảm Hồn Yêu Viên""</color>"
黄河,Hoàng Hà
神饰-玉佩C4,Thần Sức-Ngọc Bội C4
天巧,Thiên Xảo
特权投资-巅峰投资获得,Đầu Tư Đặc Quyền-Đầu Tư Đỉnh Cao nhận được
准圣·四重,Chuẩn Thánh·Tứ Trọng
再次秒杀,Tiếp tục
宠物谷、商城购买、运营活动,"Sủng Vật Cốc, Mua Trong Tiệm, Hoạt Động Vận Hành"
增加首领伤害1.5%\n减少首领伤害1.5%,Sát thương thủ lĩnh tăng 1.5%\nSát thương thủ lĩnh giảm 1.5%
「玉兔会带来惊喜！」,「Thỏ Ngọc sẽ mang đến điều bất ngờ! 」
击败迷魂僧人0/100,Hạ Mê Hồn Tăng Nhân 0/100
大姐姐！,Đại tỷ tỷ!
